Gender,Age,Married,Number of Dependents,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,age_group,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,avg_monthly_spend,spend_change,high_bill
1,53,1,1,96097.0,41.76,-122.67,4,-0.42,0,0.0,0.47,1,19.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0,-0.8,-0.63,0.0,50,-0.88,-0.75,0,Adult,1,0,0,1,0,0,-1.09,0.3,0
0,79,1,0,96121.0,40.18,-120.39,7,0.23,1,-1.53,1.0,1,24.0,0,1,1.0,0.0,1.0,1.0,0.0,1.0,1,1.26,0.76,45.81,0,-0.67,0.39,0,Senior,1,0,0,0,0,1,0.62,0.64,1
0,31,0,0,95070.0,37.26,-122.05,0,-1.12,1,-1.3,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.41,-0.96,0.0,0,-0.84,-1.01,0,Young,0,1,0,1,0,0,8.26,-9.67,0
1,79,0,0,90712.0,33.84,-118.15,0,-1.08,1,1.63,1.0,1,29.0,0,1,0.0,0.0,1.0,1.0,1.0,1.0,1,1.12,-0.76,0.0,0,-0.55,-0.76,1,Senior,1,0,0,1,0,0,10.09,-8.97,1
0,32,0,0,91350.0,34.5,-118.41,0,-1.28,1,-1.46,0.0,1,7.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.21,-0.98,0.0,0,-0.88,-1.03,1,Young,1,0,0,1,0,0,3.5,-3.28,1
0,19,1,0,95207.0,38.0,-121.32,5,-0.59,1,-1.79,1.0,1,30.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,-0.23,-0.53,0.0,0,-0.86,-0.68,0,Young,0,1,0,1,0,0,-1.29,1.06,0
1,33,0,0,93546.0,37.55,-118.84,0,-0.87,1,-1.33,0.0,1,17.0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,0,-0.32,-0.72,0.0,0,-0.79,-0.8,0,Young,1,0,0,0,1,0,-5.59,5.27,0
0,79,0,0,92084.0,33.23,-117.2,0,1.41,1,0.26,1.0,1,11.0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,1,0.02,0.87,0.0,0,1.4,1.1,0,Senior,1,0,0,0,0,1,0.36,-0.34,0
0,76,0,0,95346.0,38.12,-120.13,0,1.41,1,1.0,1.0,1,19.0,0,0,1.0,0.0,1.0,1.0,0.0,1.0,1,1.22,2.01,0.0,0,2.19,2.24,0,Senior,0,1,0,0,0,1,0.83,0.39,1
1,70,1,0,90303.0,33.94,-118.33,9,1.61,1,-1.26,1.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.24,-0.15,0.0,0,-0.16,-0.17,0,Senior,0,1,0,0,0,1,-0.06,-1.18,0
1,19,0,0,95939.0,39.53,-122.59,0,0.6,1,1.68,0.0,1,69.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.38,0.56,0.0,0,1.78,0.97,0,Young,0,1,0,1,0,0,0.35,0.03,1
1,68,0,0,96116.0,41.27,-120.49,0,0.88,1,1.48,1.0,1,2.0,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0,0.27,0.71,0.0,0,2.01,1.15,0,Senior,0,1,0,0,1,0,0.38,-0.11,1
1,67,1,0,95306.0,37.39,-120.13,1,-0.83,1,0.39,1.0,1,27.0,0,1,1.0,0.0,1.0,0.0,0.0,1.0,1,1.11,-0.54,49.06,0,-0.45,-0.58,1,Senior,1,0,0,1,0,0,-3.18,4.29,1
1,30,0,0,92373.0,34.0,-117.14,0,-0.06,1,-0.09,1.0,1,48.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.68,0.15,0.0,0,0.0,0.12,0,Young,0,1,0,1,0,0,0.16,0.52,1
1,19,0,0,93250.0,35.67,-119.19,0,-0.87,1,1.15,0.0,1,52.0,1,0,1.0,0.0,0.0,1.0,1.0,0.0,0,0.01,-0.68,0.0,90,-0.35,-0.61,0,Young,1,0,0,1,0,0,-5.31,5.32,0
1,72,0,0,93221.0,36.3,-119.02,0,0.31,0,0.0,0.47,1,6.0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,1,-0.26,-0.08,0.0,80,-0.88,-0.29,1,Senior,1,0,0,1,0,0,-0.06,-0.2,0
0,65,1,1,95206.0,37.9,-121.44,8,-0.87,1,0.24,1.0,1,22.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.37,-0.66,0.0,0,-0.51,-0.68,0,Senior,0,1,0,0,1,0,-5.17,5.54,1
0,33,0,0,95553.0,40.21,-123.86,0,-1.12,1,-1.64,1.0,1,25.0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,1,0.93,-0.81,0.0,0,-0.87,-0.9,1,Young,1,0,0,1,0,0,6.95,-6.02,1
0,31,0,0,93906.0,36.72,-121.63,0,-1.28,1,-1.13,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.43,-1.0,0.0,0,-0.87,-1.05,0,Young,0,1,0,1,0,0,3.58,-5.0,0
1,50,1,3,93643.0,37.24,-119.47,7,-0.5,1,-1.34,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.94,-0.83,0.0,0,-0.71,-0.87,0,Adult,1,0,0,0,1,0,-1.68,-0.26,0
0,58,1,3,94922.0,38.34,-122.98,6,-0.99,1,0.06,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.43,-0.93,0.0,0,-0.64,-0.93,0,Adult,0,1,0,1,0,0,-148.86,147.42,0
0,37,0,0,95917.0,39.46,-121.82,0,-1.28,1,1.05,0.0,1,21.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.34,-0.97,0.0,0,-0.84,-1.02,0,Adult,0,0,1,1,0,0,3.49,-3.15,1
1,72,0,0,93066.0,34.3,-119.01,0,1.61,1,1.44,1.0,1,14.0,0,1,1.0,1.0,1.0,1.0,0.0,1.0,0,1.55,2.5,0.0,0,2.93,2.84,0,Senior,1,0,0,0,0,1,0.96,0.6,1
0,39,1,2,91304.0,34.22,-118.63,5,-1.08,1,1.23,0.0,1,29.0,0,1,1.0,0.0,0.0,1.0,1.0,1.0,1,0.88,-0.77,0.0,0,-0.59,-0.79,1,Adult,1,0,0,1,0,0,10.26,-9.38,1
0,76,1,0,96002.0,40.53,-122.32,1,0.31,1,-1.67,1.0,1,3.0,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0,1.24,0.8,0.0,0,-0.75,0.41,1,Senior,1,0,0,1,0,0,0.61,0.63,1
1,20,1,0,90742.0,33.72,-118.07,5,-0.38,1,-0.81,1.0,1,48.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,0.32,-0.28,0.0,0,-0.49,-0.37,0,Young,0,1,0,1,0,0,-0.46,0.78,1
0,36,0,0,92562.0,33.55,-117.33,0,-0.1,1,-1.67,1.0,1,29.0,1,1,1.0,1.0,0.0,0.0,0.0,1.0,1,1.01,0.25,0.0,0,-0.78,-0.03,0,Adult,0,1,0,1,0,0,0.28,0.73,1
1,24,0,0,93611.0,36.92,-119.59,0,-0.14,1,-1.36,1.0,1,42.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.4,-0.03,0.0,0,-0.64,-0.21,0,Young,0,1,0,1,0,0,-0.03,0.43,1
0,21,1,0,95943.0,39.6,-122.03,1,1.08,0,0.0,0.47,1,53.0,0,0,0.0,0.0,1.0,1.0,1.0,0.0,1,-0.63,0.17,0.0,20,-0.88,-0.12,0,Young,1,0,0,1,0,0,0.08,-0.71,0
0,74,1,0,95247.0,38.15,-120.44,1,0.35,1,1.51,1.0,1,18.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.65,0.44,0.0,0,1.34,0.74,1,Senior,1,0,0,1,0,0,0.32,0.32,1
1,66,1,0,95747.0,38.78,-121.37,5,1.04,1,1.48,1.0,1,28.0,0,1,0.0,0.0,1.0,1.0,0.0,1.0,1,1.1,1.4,0.0,0,2.22,1.76,0,Senior,1,0,0,0,1,0,0.69,0.42,1
1,64,1,0,93287.0,35.71,-118.88,8,-1.28,1,0.73,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.4,-1.0,0.0,0,-0.84,-1.04,0,Senior,0,1,0,1,0,0,3.57,-4.97,0
0,40,1,2,91364.0,34.15,-118.59,1,-1.16,1,0.04,0.0,1,19.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,-0.62,-0.93,0.0,0,-0.76,-0.96,0,Adult,1,0,0,1,0,0,5.94,-6.56,0
1,62,0,1,92405.0,34.14,-117.3,0,1.17,1,0.49,1.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.26,-0.35,0.0,0,1.42,0.15,0,Senior,0,1,0,0,0,1,-0.16,-1.1,0
0,41,0,0,92804.0,33.82,-117.97,0,-0.91,1,0.14,0.0,1,27.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.2,-0.68,0.0,0,-0.56,-0.71,1,Adult,1,0,0,1,0,0,-7.75,7.95,0
1,22,0,0,94563.0,37.87,-122.21,0,0.27,1,-0.01,0.0,1,82.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.52,-0.17,0.0,70,0.28,-0.03,0,Young,1,0,0,0,1,0,-0.14,-0.38,0
1,45,1,0,91773.0,34.1,-117.82,1,-0.06,1,0.34,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.43,-0.72,0.0,0,0.22,-0.5,1,Adult,0,1,0,1,0,0,-0.76,-0.68,0
1,36,1,0,91325.0,34.24,-118.52,1,-1.24,0,0.0,0.47,1,12.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1,-0.93,-0.98,0.0,10,-0.88,-1.03,1,Adult,1,0,0,1,0,0,4.1,-5.03,0
0,47,1,0,95830.0,38.49,-121.28,1,-0.06,1,-1.65,1.0,1,6.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.5,0.09,0.0,0,-0.77,-0.16,0,Adult,0,1,0,0,1,0,0.1,0.41,1
0,44,0,0,95045.0,36.81,-121.5,0,-1.16,0,0.0,0.47,1,20.0,0,0,0.0,0.0,1.0,1.0,1.0,0.0,1,-0.62,-0.93,0.0,10,-0.88,-0.99,1,Adult,1,0,0,1,0,0,5.93,-6.55,0
1,26,0,0,91942.0,32.78,-117.02,0,0.02,1,-0.64,1.0,1,85.0,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.87,0.31,0.0,0,-0.23,0.18,0,Young,1,0,0,1,0,0,0.31,0.57,1
1,52,0,1,92253.0,33.7,-116.31,0,-1.16,1,0.5,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.41,-0.97,0.0,0,-0.73,-0.98,0,Adult,0,1,0,0,1,0,6.18,-7.59,0
1,26,1,1,92113.0,32.7,-117.12,1,-0.02,1,-0.42,0.0,1,59.0,1,1,1.0,1.0,0.0,1.0,1.0,1.0,0,0.32,0.02,12.66,0,-0.14,-0.03,0,Young,0,1,0,0,0,1,0.02,0.3,1
1,69,1,0,93512.0,37.65,-118.23,8,1.61,1,-0.71,1.0,1,2.0,0,1,1.0,1.0,1.0,1.0,0.0,1.0,1,1.53,2.47,0.0,0,0.46,2.09,0,Senior,0,1,0,0,0,1,0.95,0.58,1
0,51,0,0,92673.0,33.47,-117.58,0,-0.87,1,-1.81,0.0,1,8.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.21,-0.67,0.0,0,-0.87,-0.79,0,Adult,1,0,0,1,0,0,-5.22,5.43,1
0,66,1,0,91360.0,34.21,-118.88,1,-0.38,1,1.27,1.0,1,2.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.75,-0.13,0.0,0,0.27,-0.03,0,Senior,1,0,0,0,1,0,-0.22,0.96,1
1,20,0,0,93003.0,34.28,-119.22,0,-1.08,1,-0.38,0.0,1,26.0,1,1,1.0,1.0,0.0,1.0,1.0,1.0,1,1.12,-0.76,0.0,0,-0.74,-0.82,1,Young,1,0,0,1,0,0,10.05,-8.93,1
1,76,1,0,92509.0,34.0,-117.45,1,-1.28,1,-0.96,0.0,1,22.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.19,-0.98,0.0,0,-0.87,-1.03,1,Senior,1,0,0,1,0,0,3.5,-3.31,0
0,24,0,0,90638.0,33.9,-118.01,0,-0.71,1,-1.14,1.0,1,47.0,0,1,0.0,1.0,0.0,1.0,1.0,1.0,0,1.04,-0.37,0.0,0,-0.71,-0.5,0,Young,1,0,0,1,0,0,-1.26,2.29,1
0,62,1,0,90505.0,33.81,-118.35,1,1.61,1,1.08,1.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.23,-0.18,0.0,0,2.52,0.6,0,Senior,0,1,0,0,0,1,-0.07,-1.16,0
1,38,1,3,91780.0,34.1,-118.06,5,0.11,1,-0.49,1.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.28,-0.64,0.0,0,-0.11,-0.54,0,Adult,1,0,0,0,0,1,-0.58,-0.7,0
0,46,1,0,90502.0,33.83,-118.29,4,0.72,1,-1.12,1.0,1,6.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0,-0.29,0.15,0.0,0,-0.27,0.03,0,Adult,1,0,0,0,1,0,0.09,-0.37,0
0,60,0,0,92629.0,33.48,-117.71,0,-1.28,1,1.75,0.0,1,23.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.51,-0.97,0.0,0,-0.83,-1.01,1,Adult,1,0,0,1,0,0,3.48,-2.97,1
1,77,0,0,90230.0,33.99,-118.4,0,-1.24,1,-0.15,1.0,1,25.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.38,-0.94,0.0,0,-0.83,-0.99,1,Senior,0,1,0,1,0,0,3.93,-3.55,1
1,20,1,2,95045.0,36.81,-121.5,1,0.35,1,0.51,0.0,1,69.0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0,0.48,0.37,0.0,0,0.68,0.49,0,Young,1,0,0,0,0,1,0.28,0.2,1
0,74,0,0,92241.0,33.83,-116.25,0,0.02,0,0.0,0.47,1,11.0,0,0,1.0,1.0,1.0,1.0,0.0,1.0,1,-0.3,-0.21,0.0,0,-0.88,-0.43,0,Senior,1,0,0,0,1,0,-0.21,-0.09,0
0,30,0,0,93561.0,35.07,-118.65,0,0.23,1,0.43,1.0,1,85.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.15,0.66,0.0,0,0.52,0.67,1,Young,1,0,0,1,0,0,0.54,0.61,1
0,80,1,0,90701.0,33.87,-118.08,2,1.13,1,-0.18,1.0,1,15.0,0,1,1.0,0.0,1.0,1.0,1.0,1.0,1,1.32,1.79,41.23,0,0.74,1.62,0,Senior,1,0,0,0,1,0,0.84,0.47,1
0,34,1,1,95514.0,40.31,-123.67,2,-0.3,1,1.61,1.0,1,25.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1,-0.28,-0.36,0.0,0,0.51,-0.14,0,Young,0,1,0,0,1,0,-0.51,0.23,0
1,23,1,3,95005.0,37.08,-122.09,4,-0.91,1,-0.4,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.42,-0.92,0.0,0,-0.65,-0.92,0,Young,0,1,0,0,0,1,-10.46,9.04,0
0,26,1,0,93458.0,34.96,-120.49,9,1.53,1,1.16,0.0,1,59.0,1,1,1.0,1.0,0.0,1.0,1.0,1.0,0,1.21,2.12,0.0,0,2.51,2.42,0,Young,0,1,0,0,0,1,0.84,0.37,1
0,36,1,0,92328.0,36.28,-117.03,6,1.13,1,-1.54,1.0,1,9.0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.48,1.89,0.0,0,-0.56,1.33,0,Adult,1,0,0,1,0,0,0.89,0.59,1
1,74,1,0,93441.0,34.7,-120.03,2,0.07,1,-0.97,0.0,1,23.0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.01,-0.08,0.0,0,-0.39,-0.18,0,Senior,1,0,0,0,1,0,-0.07,0.09,0
1,26,1,0,92225.0,33.67,-114.72,0,-0.22,1,1.06,0.0,1,59.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1,0.4,-0.08,30.14,0,0.38,0.03,0,Young,1,0,0,1,0,0,-0.11,0.51,1
1,60,0,0,93453.0,35.3,-120.26,0,1.13,1,1.6,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.4,-0.52,0.0,0,2.45,0.31,0,Adult,0,1,0,0,0,1,-0.25,-1.15,0
0,66,1,0,92706.0,33.77,-117.88,2,-0.63,1,-1.81,0.0,1,8.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1,0.41,-0.46,0.0,0,-0.86,-0.62,1,Senior,1,0,0,1,0,0,-1.24,1.65,1
1,55,1,0,95562.0,40.49,-124.16,2,1.57,1,1.12,1.0,1,17.0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.97,1.9,0.0,0,2.51,2.24,1,Adult,1,0,0,0,0,1,0.74,0.23,1
0,38,1,1,92602.0,33.72,-117.73,3,0.96,1,1.24,1.0,1,19.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.28,1.59,0.0,0,1.9,1.82,0,Adult,1,0,0,0,0,1,0.81,0.47,1
0,46,1,0,92518.0,33.89,-117.28,9,1.17,1,0.11,1.0,1,11.0,0,1,0.0,1.0,1.0,0.0,0.0,1.0,1,0.98,1.48,0.0,0,1.06,1.48,1,Adult,1,0,0,0,0,1,0.68,0.3,1
0,59,1,2,96069.0,40.69,-122.04,8,-0.71,0,0.0,0.47,1,16.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1,-1.09,-0.8,0.0,0,-0.88,-0.9,0,Adult,1,0,0,1,0,0,-2.74,1.65,0
1,21,1,0,92108.0,32.77,-117.14,5,1.53,0,0.0,0.47,1,46.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.02,0.98,46.06,0,-0.88,0.5,0,Young,1,0,0,0,0,1,0.39,-0.36,0
1,29,0,1,92234.0,33.83,-116.47,0,-1.28,0,0.0,0.47,1,48.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.27,-1.0,0.0,70,-0.88,-1.03,0,Young,0,1,0,1,0,0,3.57,-4.84,0
0,29,1,3,93244.0,36.46,-119.0,10,0.39,1,1.45,0.0,1,69.0,1,0,0.0,1.0,0.0,1.0,1.0,1.0,0,-0.0,0.21,0.0,0,1.35,0.56,0,Young,0,1,0,0,1,0,0.15,-0.16,0
1,58,0,0,94303.0,37.46,-122.12,0,-1.28,1,0.99,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.42,-1.0,0.0,0,-0.84,-1.04,0,Adult,0,1,0,1,0,0,3.58,-5.0,0
1,70,0,0,90045.0,33.95,-118.4,0,-1.24,1,-0.26,1.0,1,22.0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.66,-0.92,0.0,0,-0.83,-0.98,0,Senior,1,0,0,0,0,1,3.88,-3.22,1
0,19,1,0,94585.0,38.2,-122.02,1,1.61,1,-0.27,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.4,-0.35,0.0,0,0.96,0.01,0,Young,1,0,0,0,0,1,-0.13,-1.26,0
0,28,1,0,92119.0,32.8,-117.03,9,0.8,1,-1.11,0.0,1,85.0,1,1,0.0,0.0,1.0,1.0,1.0,1.0,1,0.38,0.7,0.0,0,-0.25,0.48,0,Young,0,1,0,0,1,0,0.39,-0.01,1
1,33,1,2,91364.0,34.15,-118.59,1,1.0,1,-0.62,0.0,1,11.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0,-0.34,0.34,0.0,0,0.26,0.34,0,Young,1,0,0,0,1,0,0.17,-0.51,0
0,48,0,0,92231.0,32.69,-115.43,0,-1.03,1,0.38,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.44,-0.95,0.0,0,-0.63,-0.94,0,Adult,0,1,0,0,1,0,27.53,-28.97,0
0,51,0,0,91204.0,34.14,-118.26,0,0.6,1,1.1,1.0,1,20.0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1.01,1.0,3.34,0,1.35,1.18,0,Adult,1,0,0,0,1,0,0.62,0.38,1
1,22,0,0,92649.0,33.72,-118.04,0,1.33,1,0.1,1.0,1,59.0,0,1,0.0,1.0,1.0,1.0,1.0,1.0,1,1.34,1.97,0.0,0,1.18,1.9,0,Young,1,0,0,0,1,0,0.85,0.49,1
1,26,1,2,91766.0,34.04,-117.76,6,1.61,1,-0.54,1.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.31,-0.29,0.0,0,0.66,-0.04,0,Young,1,0,0,0,1,0,-0.11,-1.2,0
0,45,0,0,92518.0,33.89,-117.28,0,1.45,1,0.92,1.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.29,-0.34,0.0,0,2.15,0.36,0,Adult,1,0,0,0,0,1,-0.14,-1.15,0
0,21,0,0,93306.0,35.45,-118.84,0,-1.28,1,-0.38,1.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.29,-1.0,0.0,0,-0.86,-1.04,1,Young,0,0,1,1,0,0,3.57,-4.86,0
0,43,0,0,95620.0,38.39,-121.8,0,-1.16,1,-0.92,0.0,1,15.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.21,-0.9,0.0,0,-0.82,-0.96,1,Adult,1,0,0,1,0,0,5.75,-5.54,1
1,26,1,0,92027.0,33.14,-116.97,1,0.19,1,0.81,1.0,1,27.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.16,0.65,0.0,0,0.7,0.72,1,Young,1,0,0,1,0,0,0.55,0.61,1
1,30,0,0,92285.0,34.34,-116.54,0,1.61,1,-0.2,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.38,-0.38,19.31,0,1.05,0.0,0,Young,1,0,0,0,0,1,-0.15,-1.24,0
0,65,1,0,93451.0,35.89,-120.61,1,0.64,1,-0.02,1.0,1,22.0,0,0,1.0,0.0,0.0,1.0,1.0,1.0,1,0.88,0.92,0.0,0,0.54,0.89,0,Senior,0,1,0,0,0,1,0.56,0.32,1
1,25,1,0,95444.0,38.43,-122.87,1,-1.03,1,-1.22,0.0,1,73.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.17,-0.78,0.0,0,-0.81,-0.86,1,Young,1,0,0,1,0,0,22.69,-22.52,0
1,30,0,0,95519.0,40.97,-124.02,0,-1.28,1,-1.27,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.43,-1.0,0.0,0,-0.88,-1.05,0,Young,0,1,0,1,0,0,3.58,-5.01,0
0,61,1,0,93241.0,35.25,-118.91,10,0.11,1,-0.89,1.0,1,20.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,0.31,0.17,0.0,0,-0.33,0.03,0,Senior,1,0,0,0,1,0,0.15,0.16,1
0,30,0,0,95524.0,40.83,-124.05,0,0.47,1,1.74,0.0,1,59.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.18,0.93,0.0,0,1.66,1.22,0,Young,1,0,0,0,0,1,0.63,0.55,1
1,23,1,0,92173.0,32.56,-117.04,1,0.19,0,0.0,0.47,1,27.0,1,0,0.0,1.0,1.0,0.0,0.0,1.0,0,-0.6,-0.3,44.13,0,-0.88,-0.52,0,Young,1,0,0,0,0,1,-0.26,-0.34,0
1,55,1,2,95123.0,37.24,-121.83,0,1.33,1,-0.46,0.0,1,19.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0,-0.08,0.7,0.0,0,0.59,0.73,0,Adult,1,0,0,0,1,0,0.3,-0.38,0
1,57,1,0,96143.0,39.25,-120.03,6,1.08,1,-0.81,1.0,1,25.0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0,0.06,0.67,0.0,0,0.12,0.57,0,Adult,0,0,1,0,1,0,0.32,-0.27,0
1,34,0,0,94592.0,38.09,-122.28,0,-0.42,0,0.0,0.47,1,8.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1,-0.43,-0.53,0.0,0,-0.88,-0.68,0,Young,1,0,0,1,0,0,-0.92,0.5,0
0,61,0,1,92027.0,33.14,-116.97,0,-1.28,1,-0.39,0.0,1,21.0,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1,0.22,-0.98,0.0,0,-0.86,-1.03,0,Senior,1,0,0,1,0,0,3.5,-3.28,1
0,45,1,0,90716.0,33.83,-118.07,9,0.88,0,0.0,0.47,1,9.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,-1.08,-0.29,0.0,0,-0.88,-0.49,0,Adult,1,0,0,1,0,0,-0.15,-0.93,0
0,48,0,0,92116.0,32.77,-117.12,0,0.47,1,1.41,1.0,1,19.0,1,1,1.0,0.0,1.0,1.0,1.0,1.0,1,1.55,1.16,0.0,0,1.43,1.34,0,Adult,1,0,0,1,0,0,0.79,0.76,1
1,52,1,1,90240.0,33.96,-118.12,4,-1.08,1,-0.03,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.42,-0.96,0.0,0,-0.71,-0.97,0,Adult,0,1,0,0,0,1,12.79,-14.2,0
1,63,0,0,92321.0,34.26,-117.18,0,0.72,1,0.93,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.43,-0.57,0.0,0,1.36,-0.05,0,Senior,1,0,0,0,1,0,-0.33,-1.1,0
0,44,0,0,92823.0,33.92,-117.79,0,-0.79,1,1.45,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.44,-0.89,35.28,0,-0.19,-0.78,0,Adult,0,1,0,0,1,0,-4.25,2.8,0
0,36,0,0,94960.0,37.99,-122.58,0,-1.2,0,0.0,0.47,1,18.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,-1.27,-0.98,0.0,0,-0.88,-1.04,1,Adult,1,0,0,1,0,0,4.95,-6.21,0
1,47,0,0,95660.0,38.67,-121.39,0,-1.28,1,1.38,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.41,-1.0,0.0,0,-0.83,-1.04,0,Adult,0,1,0,1,0,0,3.57,-4.98,0
0,48,0,1,91980.0,32.59,-116.64,0,-0.22,1,0.51,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.43,-0.78,0.0,0,0.14,-0.58,0,Adult,0,1,0,0,0,1,-1.0,-0.43,0
0,36,1,3,90220.0,33.88,-118.23,4,1.57,1,0.23,0.0,1,57.0,1,1,1.0,1.0,1.0,1.0,1.0,0.0,0,1.48,2.43,0.0,70,1.5,2.39,0,Adult,0,1,0,0,0,1,0.94,0.53,1
0,57,1,0,95957.0,39.07,-121.83,1,-0.75,1,1.45,0.0,1,19.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,-0.62,-0.72,0.0,0,-0.14,-0.62,0,Adult,1,0,0,0,1,0,-2.88,2.26,0
